1.00000,11.00000,0.67593,2.73979,0.20185,0.72129,0.67593,2.73979,0.20185,0.72129,29.60295,2.88997,0.70321
2.00000,11.00000,0.69257,2.19245,0.14852,0.70730,0.68425,2.46612,0.17518,0.71429,23.42122,2.27362,0.68505
3.00000,11.00000,0.69501,3.06508,0.23720,0.69310,0.68784,2.66578,0.19585,0.70723,29.30887,2.86173,0.69154
4.00000,11.00000,0.70033,2.78357,0.20352,0.74833,0.69096,2.69522,0.19777,0.71751,25.90586,2.52004,0.70547
5.00000,11.00000,0.69600,2.39677,0.17019,0.69491,0.69197,2.63553,0.19225,0.71299,23.58359,2.28886,0.69498
6.00000,11.00000,0.68391,1.57251,0.08790,0.69354,0.69063,2.45836,0.17486,0.70975,19.96387,1.92706,0.69328
7.00000,11.00000,0.69266,2.18965,0.14867,0.70294,0.69092,2.41998,0.17112,0.70877,27.53399,2.68412,0.69276
8.00000,11.00000,0.69467,2.13225,0.14384,0.69387,0.69138,2.38401,0.16771,0.70691,22.96449,2.22703,0.69415
9.00000,11.00000,0.69354,2.47770,0.17851,0.69263,0.69162,2.39442,0.16891,0.70532,25.41442,2.47218,0.69264
10.00000,11.00000,0.69358,2.07613,0.13800,0.69614,0.69182,2.36259,0.16582,0.70441,22.42485,2.17321,0.69272
11.00000,11.00000,0.65289,1.88899,0.11796,0.70935,0.68828,2.31954,0.16147,0.70485,18.48602,1.78210,0.66503
12.00000,11.00000,0.64226,1.79932,0.09366,0.86270,0.68445,2.27618,0.15582,0.71801,32.70346,3.19592,0.74429
13.00000,11.00000,0.73936,2.25087,0.16239,0.62694,0.68867,2.27424,0.15632,0.71100,29.63836,2.89020,0.73634
14.00000,11.00000,0.69370,1.79932,0.11090,0.69032,0.68903,2.24031,0.15308,0.70953,24.22031,2.35274,0.69288
15.00000,11.00000,0.69383,2.38228,0.16890,0.69325,0.68935,2.24978,0.15413,0.70844,21.04894,2.03567,0.69229
16.00000,11.00000,0.69047,1.85616,0.11631,0.69310,0.68942,2.22518,0.15177,0.70748,27.02879,2.63357,0.69310
17.00000,11.00000,0.69359,1.64722,0.09545,0.69268,0.68967,2.19118,0.14846,0.70661,31.50728,3.08146,0.69268
18.00000,11.00000,0.69361,1.46906,0.07763,0.69271,0.68988,2.15106,0.14452,0.70584,32.54510,3.18524,0.69271
19.00000,11.00000,0.69372,1.80283,0.11100,0.69282,0.69009,2.13273,0.14276,0.70515,20.73465,2.00418,0.69282
20.00000,11.00000,0.69365,1.38107,0.06906,0.69050,0.69026,2.09515,0.13907,0.70442,33.03089,3.23388,0.69206
