1.00000,3.00000,0.71525,3.29774,0.26108,0.68698,0.71525,3.29774,0.26108,0.68698,23.60365,2.29885,0.61518
2.00000,3.00000,0.68331,3.80684,0.31239,0.68289,0.69928,3.55229,0.28674,0.68493,16.81226,1.61294,0.68288
3.00000,3.00000,0.69339,3.10760,0.24138,0.69380,0.69732,3.40406,0.27162,0.68789,27.90741,2.72150,0.69245
4.00000,3.00000,0.69333,2.77419,0.20849,0.68934,0.69632,3.24659,0.25583,0.68825,21.21466,2.05223,0.69240
5.00000,3.00000,0.69336,3.76066,0.30682,0.69246,0.69573,3.34941,0.26603,0.68909,25.19429,2.45018,0.69247
6.00000,3.00000,0.69336,2.28301,0.15905,0.69250,0.69533,3.17167,0.24820,0.68966,27.74360,2.70511,0.69250
7.00000,3.00000,0.69303,2.79987,0.21093,0.69059,0.69500,3.11856,0.24288,0.68980,16.73291,1.60408,0.69206
8.00000,3.00000,0.69306,1.66742,0.09752,0.69220,0.69476,2.93717,0.22471,0.69010,24.61564,2.39231,0.69253
9.00000,3.00000,0.64092,2.33190,0.15983,0.73362,0.68878,2.86991,0.21750,0.69493,25.44536,2.47004,0.74499
10.00000,3.00000,0.69360,2.47744,0.17852,0.69219,0.68926,2.83067,0.21360,0.69466,19.35083,1.86581,0.69269
11.00000,3.00000,0.69357,2.02608,0.13335,0.69261,0.68965,2.75752,0.20631,0.69447,21.34047,2.06478,0.69265
12.00000,3.00000,0.69359,2.72544,0.20323,0.69313,0.68998,2.75485,0.20605,0.69436,27.44803,2.67553,0.69269
13.00000,3.00000,0.69344,1.69432,0.10038,0.69050,0.69025,2.67327,0.19792,0.69406,28.25350,2.75609,0.69255
14.00000,3.00000,0.76409,2.05095,0.13560,0.69491,0.69552,2.62882,0.19347,0.69412,21.44018,2.07583,0.68190
15.00000,3.00000,0.69038,3.19332,0.25039,0.68939,0.69518,2.66645,0.19726,0.69381,25.43183,2.47415,0.69032
